county,location_type,Sex,Age,household_size,education_level,marital_status,has_disability,monthly_income,experienced_shock,mobile_ownership_1,mobile_money_access,barriers_mobile_money,Savings_formal,Savings_informal,Loan_formal,Loan_informal,defaulted,formal_service_use,barriers_bank,prodsum1,fl_score,nfhi_11,nfhi_12,nfhi_13,accessto_13k_1month,not_difficult,financial_status
Bungoma,1447,Male,5,2,3,4,0,5000,0,1,1,0,1,1,1,0,1,1,1,8,2,0,1,0,0,0,Worsened
Taita-Taveta,207,Male,3,1,4,4,0,5000,0,1,1,0,0,0,0,1,1,1,0,5,3,0,0,0,0,0,Worsened
Kisii,1710,Female,5,2,3,3,0,5000,0,1,1,0,1,1,1,0,0,1,0,6,3,1,1,1,0,0,Worsened
Narok,1227,Female,5,1,3,3,0,5000,0,1,1,0,0,0,1,0,0,1,1,3,3,1,0,0,1,0,Worsened
Nyamira,1737,Female,4,2,3,4,0,5000,0,1,1,0,0,1,0,1,0,1,1,3,3,1,1,1,1,1,Improved
Homabay,1628,Female,3,2,3,4,0,5000,1,1,1,0,1,1,0,1,0,1,1,4,1,1,0,0,0,0,Worsened
Samburu,912,Female,6,2,2,3,0,5000,0,1,1,0,1,0,0,0,0,1,0,5,3,1,1,1,1,0,Improved
Siaya,1530,Male,6,2,4,4,0,5000,1,1,1,0,1,1,0,1,0,1,0,8,2,0,1,1,1,1,Improved
Narok,1227,Male,6,2,2,3,0,5000,1,1,1,0,1,0,1,0,1,1,5,8,3,0,0,0,1,0,Worsened
Meru,366,Female,1,2,3,4,0,5000,1,0,0,7,0,0,0,1,0,0,1,1,2,0,0,0,0,0,Worsened
Embu,464,Female,4,2,2,3,0,5000,0,1,1,8,0,1,0,1,0,1,1,3,1,1,1,0,0,0,Worsened
Kajiado,1230,Male,5,2,2,4,0,5000,1,1,1,0,1,0,1,0,0,1,1,3,2,0,1,0,1,1,Stayed the same
Migori,1660,Female,5,2,1,3,0,5000,1,1,1,0,0,0,0,0,0,1,1,3,0,1,1,1,0,0,Improved
Homabay,1646,Female,3,2,3,2,0,5000,0,1,1,0,1,1,1,1,1,1,0,10,2,0,0,0,0,0,Stayed the same
Machakos,542,Male,2,1,2,4,0,5000,1,1,1,2,0,0,0,1,0,1,2,1,3,0,0,0,0,0,Worsened
Wajir,1849,Male,4,1,1,4,0,5000,0,1,1,0,0,0,0,1,1,1,8,2,2,0,1,1,0,0,Improved
Kericho,1300,Female,3,1,3,4,0,5000,0,1,1,0,0,1,1,1,0,1,1,8,2,0,0,1,1,0,Improved
Elgeyo-Marakwet,1001,Male,6,1,2,4,0,5000,1,1,1,0,1,0,0,0,0,1,8,3,2,0,0,0,1,0,Stayed the same
Marsabit,292,Female,3,2,2,4,0,5000,1,1,1,0,1,1,0,1,0,1,4,6,3,0,1,1,1,1,Worsened
Kirinyaga,692,Female,4,2,2,2,0,5000,0,1,1,0,0,1,0,1,0,1,3,4,3,1,0,1,1,1,Improved
Taita-Taveta,201,Male,5,2,2,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,Improved
Embu,445,Female,6,2,3,4,0,5000,0,1,1,0,1,1,1,1,0,1,0,11,3,1,1,1,1,0,Stayed the same
Mandera,290,Male,3,3,1,4,0,5000,0,1,1,0,0,0,0,1,0,1,1,2,1,1,1,1,1,0,Worsened
Bungoma,1461,Male,2,2,2,1,0,5000,1,1,1,0,1,1,1,1,1,1,1,7,3,0,1,0,0,0,Worsened
Kakamega,1383,Female,6,2,2,4,0,5000,0,1,1,2,0,1,0,0,0,1,1,2,2,0,1,1,1,0,Improved
Siaya,1537,Male,5,1,2,4,0,5000,1,1,1,0,1,1,1,0,0,1,0,10,2,1,1,0,1,1,Stayed the same
Kiambu,788,Female,5,2,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,0,6,2,1,1,1,1,1,Worsened
Kisii,1707,Female,4,2,3,3,0,5000,0,1,1,0,0,1,1,1,1,1,1,8,2,0,0,1,0,0,Improved
Lamu,171,Female,4,1,2,2,0,5000,1,0,0,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,Worsened
Kiambu,789,Male,3,1,2,1,0,5000,0,1,1,0,0,1,0,0,1,1,0,3,3,0,0,0,0,0,Stayed the same
Bungoma,1462,Male,6,2,3,3,0,5000,1,1,1,0,1,0,1,1,1,1,1,4,2,0,0,0,0,0,Stayed the same
Taita-Taveta,213,Male,2,1,3,1,0,5000,0,1,1,0,1,0,1,0,0,1,0,9,2,1,1,1,1,1,Improved
Wajir,1842,Female,6,3,1,3,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,Stayed the same
Marsabit,294,Male,2,2,3,1,0,5000,0,1,1,0,1,0,1,0,0,1,8,3,3,0,0,1,1,1,Worsened
Kirinyaga,708,Male,6,1,2,3,0,5000,1,1,1,0,0,0,0,1,0,1,0,3,2,0,0,1,0,0,Worsened
Nyamira,1755,Male,6,2,3,4,0,5000,1,1,1,0,1,0,1,1,1,1,0,8,2,1,1,1,1,0,Stayed the same
Kisumu,1602,Female,4,2,3,2,0,5000,1,1,1,0,0,0,1,1,1,1,1,3,2,0,0,0,1,1,Stayed the same
Kitui,512,Female,3,1,4,1,0,5000,0,1,1,0,1,1,0,0,0,1,0,10,3,1,1,1,1,0,Improved
Machakos,524,Female,2,1,3,3,0,5000,1,1,1,0,1,0,0,0,0,1,0,3,3,1,1,1,0,0,Improved
Nakuru,1154,Female,3,2,2,4,0,5000,0,1,1,0,0,0,0,1,0,1,1,2,0,1,1,1,0,0,Worsened
Nyamira,1756,Male,5,2,3,4,0,5000,1,1,1,0,0,0,0,0,1,1,0,3,1,0,1,1,0,0,Worsened
Kwale,68,Male,3,2,3,4,0,5000,1,1,1,0,1,0,0,0,0,1,0,8,3,0,1,0,1,1,Worsened
Isiolo,348,Male,6,2,2,4,0,5000,1,1,1,0,1,0,0,1,1,1,4,5,1,1,1,1,1,1,Improved
Samburu,908,Female,6,3,1,3,0,5000,0,1,0,7,0,0,0,1,0,0,1,1,2,0,1,0,0,0,Stayed the same
Nyandarua,622,Male,6,3,2,3,1,5000,0,1,1,0,0,0,0,0,0,1,6,1,2,1,0,1,0,0,Stayed the same
Busia,1485,Male,4,2,3,4,0,5000,1,1,1,0,1,0,1,0,1,1,0,3,2,1,1,1,0,0,Improved
Siaya,1521,Female,4,2,2,3,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,Stayed the same
Baringo,1071,Female,4,1,3,1,0,5000,1,1,1,0,1,1,1,1,0,1,1,7,3,0,0,0,1,0,Worsened
Kiambu,770,Female,5,2,2,1,0,5000,1,1,1,0,1,1,0,0,0,1,0,7,3,1,1,1,0,0,Worsened
Mombasa,1,Female,6,2,3,3,0,5000,1,1,1,0,0,0,1,0,1,1,0,6,2,1,1,1,1,1,Worsened
Nandi,1046,Female,3,2,2,4,0,5000,1,1,1,0,0,1,1,1,1,1,8,6,2,0,1,0,1,0,Worsened
Elgeyo-Marakwet,1003,Female,3,2,4,4,0,5000,1,1,1,0,1,1,1,1,0,1,0,10,3,1,1,1,1,1,Improved
Tharaka-Nithi,419,Female,6,3,1,3,0,5000,0,1,1,0,0,0,0,0,0,1,8,1,2,0,1,0,0,0,Stayed the same
Kakamega,1369,Female,3,2,2,1,0,5000,1,1,1,0,1,0,1,0,1,1,1,6,2,0,0,0,0,0,Worsened
Nyandarua,623,Female,5,2,2,1,1,5000,1,1,1,0,1,1,0,1,0,1,1,5,2,0,0,0,0,0,Worsened
Wajir,1838,Female,3,2,4,4,0,5000,0,1,1,0,1,0,0,0,0,1,1,3,1,1,0,1,1,1,Improved
Kitui,483,Male,2,2,4,1,0,5000,0,1,1,0,0,0,0,0,0,1,0,2,3,1,1,1,0,0,Stayed the same
Makueni,581,Female,5,2,4,4,0,5000,1,1,1,0,1,1,1,1,1,1,1,7,3,0,1,0,0,0,Worsened
Nakuru,1149,Female,5,2,3,4,0,5000,0,0,1,0,1,0,0,0,0,1,1,2,2,1,1,1,1,1,Stayed the same
Makueni,572,Male,5,2,2,3,0,5000,0,1,1,0,0,0,0,1,1,1,1,3,2,0,1,0,0,0,Worsened
Kericho,1308,Male,4,2,2,2,0,5000,0,1,1,0,1,0,0,0,0,1,1,2,2,0,1,0,0,0,Worsened
Migori,1653,Female,1,1,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,2,0,1,0,1,1,1,0,Worsened
Elgeyo-Marakwet,1011,Female,6,2,1,3,0,5000,1,0,1,0,0,0,0,0,0,1,4,1,1,1,0,1,0,0,Stayed the same
Nairobi City,1800,Female,3,2,3,4,0,5000,0,1,1,0,1,1,1,0,0,1,0,9,1,1,1,1,0,0,Worsened
Kisumu,1588,Female,2,2,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,1,2,1,1,1,1,0,0,Worsened
Nairobi City,1807,Male,5,2,3,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,6,2,1,1,1,1,0,Improved
Kisii,1717,Male,2,1,4,1,0,5000,1,1,1,0,0,0,1,1,1,1,1,5,2,0,0,0,1,1,Improved
Uasin Gishu,953,Male,1,1,2,1,0,5000,1,0,0,7,0,0,0,0,0,0,2,1,3,1,0,1,0,0,Stayed the same
Machakos,515,Male,6,1,3,4,0,5000,1,1,1,0,1,0,1,0,0,1,0,6,3,1,1,1,1,0,Worsened
Narok,1216,Female,3,1,2,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,Worsened
Samburu,917,Female,3,3,4,4,0,5000,0,1,1,0,1,1,1,0,0,1,0,12,3,1,0,0,1,0,Stayed the same
Kericho,1296,Female,3,1,3,4,0,5000,1,1,1,0,0,0,1,1,1,1,1,3,3,0,1,0,0,0,Worsened
Nyamira,1758,Male,6,2,2,4,0,5000,1,0,1,7,0,0,0,0,0,1,1,0,2,0,1,0,1,0,Worsened
Kitui,473,Female,6,2,1,3,0,5000,0,1,1,0,0,0,0,0,0,1,1,2,3,1,1,1,0,0,Worsened
Siaya,1525,Female,6,3,1,3,1,5000,0,0,0,4,0,0,0,1,0,0,1,1,1,0,1,1,0,0,Stayed the same
Isiolo,326,Male,1,1,2,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,3,1,1,1,0,0,Stayed the same
Nandi,1042,Male,5,1,2,4,1,5000,1,1,1,0,1,0,1,1,0,1,1,4,3,1,0,0,1,0,Worsened
Busia,1511,Female,3,1,3,1,0,5000,1,1,1,0,0,0,1,0,0,1,1,4,2,0,0,1,0,0,Stayed the same
Kericho,1281,Female,6,3,1,3,1,5000,1,1,1,0,0,0,0,1,1,1,0,5,2,0,1,0,1,0,Stayed the same
Busia,1496,Female,6,2,1,4,1,5000,0,1,1,0,0,1,0,1,1,1,1,4,2,0,0,0,0,0,Worsened
Kitui,504,Male,3,2,2,4,0,5000,1,1,1,0,1,0,1,0,1,1,3,7,3,0,0,0,1,0,Worsened
Nyamira,1757,Male,6,1,3,4,0,5000,0,1,1,0,0,0,1,0,0,1,0,5,3,0,1,0,1,0,Worsened
Homabay,1621,Female,2,2,3,4,0,5000,1,0,1,7,0,1,0,1,1,1,1,3,1,0,1,0,0,0,Worsened
Bomet,1339,Female,1,2,2,1,0,5000,0,0,1,7,0,0,0,0,0,1,2,0,1,1,1,1,1,0,Stayed the same
Nandi,1057,Female,5,2,2,2,0,5000,0,1,0,3,0,0,1,0,0,1,1,1,2,0,1,1,1,1,Improved
Bungoma,1448,Female,2,2,3,1,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,Improved
Isiolo,335,Male,4,2,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,Worsened
Machakos,523,Female,6,3,2,3,0,5000,0,1,1,0,0,1,0,0,0,1,0,4,3,0,1,0,0,0,Worsened
Nandi,1032,Female,4,2,2,1,0,5000,0,1,1,0,1,0,0,1,0,1,1,4,2,0,0,0,1,0,Worsened
Nyeri,640,Female,6,1,2,2,0,5000,0,1,1,0,1,0,0,0,0,1,0,2,2,1,1,1,0,0,Worsened
Embu,431,Female,2,2,3,1,0,5000,1,1,1,0,1,1,1,1,1,1,1,8,1,0,0,0,1,0,Worsened
Laikipia,1132,Female,4,2,2,2,0,5000,1,1,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0,0,Worsened
Makueni,574,Female,6,1,3,4,0,5000,1,1,1,0,1,1,0,0,0,1,1,4,1,1,1,1,0,0,Improved
Meru,360,Male,2,2,3,1,0,5000,0,0,1,7,0,0,0,0,0,1,2,0,3,0,0,1,0,0,Worsened
Garissa,216,Female,2,1,1,1,0,5000,1,1,1,0,1,0,0,1,1,1,0,4,1,0,0,1,0,0,Worsened
Mandera,271,Female,1,3,1,1,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,1,1,1,1,1,0,Worsened
Nairobi City,1783,Male,4,1,3,4,0,5000,0,1,1,0,1,0,1,1,1,1,1,7,2,0,0,0,1,0,Worsened
Tana River,146,Female,6,2,1,3,0,5000,0,1,1,0,0,0,0,1,0,1,1,2,1,0,0,1,0,0,Worsened
Kisii,1690,Female,2,2,2,4,0,5000,0,1,1,0,1,0,0,0,0,1,8,2,3,1,1,1,1,1,Improved
Kakamega,1359,Female,6,2,1,3,0,5000,0,0,0,7,0,0,0,0,0,1,0,1,1,1,1,1,0,0,Improved
Taita-Taveta,203,Male,4,2,3,2,1,5000,1,1,1,0,0,0,1,0,1,1,0,7,2,1,0,1,0,0,Stayed the same
Garissa,1836,Female,5,2,1,2,0,5000,0,1,1,0,0,0,0,1,0,1,1,2,1,0,0,1,0,0,Stayed the same
Kajiado,1237,Female,1,2,3,1,0,5000,1,0,0,2,0,0,0,0,0,0,2,0,3,0,1,0,1,0,Worsened
Murang'a,752,Male,6,2,3,2,0,5000,1,1,1,0,1,0,0,1,0,1,0,8,2,1,1,1,1,0,Worsened
Homabay,1613,Female,3,2,2,4,0,5000,1,1,1,0,1,1,1,1,0,1,1,5,1,0,0,0,0,0,Worsened
Kitui,492,Female,3,2,2,4,0,5000,0,1,1,0,0,0,0,1,0,1,1,3,3,1,1,1,0,0,Improved
Nairobi City,1772,Male,3,2,1,4,0,5000,1,1,1,0,1,0,0,0,0,1,2,2,2,1,1,1,1,0,Worsened
Narok,1187,Male,3,1,2,4,0,5000,0,1,1,0,0,0,1,1,0,1,1,4,2,0,1,1,1,0,Stayed the same
Kwale,75,Female,5,2,1,3,1,5000,1,1,1,0,1,1,1,1,1,1,0,15,2,0,0,0,1,1,Worsened
Homabay,1632,Female,3,2,2,4,0,5000,0,1,1,9,0,0,0,0,0,1,1,1,1,1,1,1,1,1,Stayed the same
Homabay,1632,Female,6,2,1,3,0,5000,0,0,1,7,0,0,0,0,0,1,1,0,1,0,1,0,0,0,Worsened
Nakuru,1158,Female,3,2,3,4,0,5000,1,1,1,0,1,0,1,0,1,1,1,5,3,0,0,0,0,0,Stayed the same
Baringo,1087,Female,3,2,1,4,0,5000,1,0,0,7,0,1,0,1,1,0,8,2,3,0,1,0,1,1,Stayed the same
Turkana,857,Female,2,2,3,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,1,0,1,0,0,Worsened
Mombasa,39,Female,6,2,1,3,0,5000,1,1,1,0,0,0,1,1,0,1,1,3,1,0,0,0,0,0,Stayed the same
Nakuru,1154,Female,6,2,2,4,0,5000,1,1,1,2,0,0,0,0,0,1,1,0,1,0,1,1,0,0,Worsened
Bomet,1323,Female,2,2,2,4,0,5000,0,0,1,7,0,1,0,0,0,1,1,1,1,1,1,1,0,0,Stayed the same
Nakuru,1145,Female,3,2,2,4,0,5000,0,0,1,0,1,0,1,1,0,1,0,5,3,0,0,0,0,0,Worsened
Bomet,1315,Female,4,2,2,4,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,2,1,1,1,0,0,Stayed the same
Mombasa,39,Female,4,1,2,4,0,5000,0,1,1,0,0,1,1,0,1,1,1,6,3,1,1,1,0,0,Worsened
Migori,1650,Female,4,2,2,3,0,5000,0,1,1,0,0,1,1,1,1,1,1,7,1,1,1,1,1,1,Stayed the same
Samburu,919,Female,1,2,2,1,0,5000,0,0,1,2,0,0,0,0,0,1,2,0,1,1,1,0,1,1,Improved
Laikipia,1117,Male,3,1,3,4,0,5000,1,1,1,0,1,0,0,1,1,1,8,3,3,1,1,0,1,1,Worsened
Migori,1653,Female,1,2,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,2,0,2,0,1,1,1,0,Stayed the same
Kajiado,1232,Male,5,2,1,4,0,5000,1,1,1,0,1,1,1,0,0,1,1,7,1,1,1,1,0,0,Improved
Laikipia,1118,Male,3,1,3,4,0,5000,1,1,1,0,1,0,0,1,0,1,0,4,2,1,1,1,1,1,Worsened
Nyeri,640,Female,2,2,4,1,0,5000,0,1,1,0,1,0,1,1,1,1,1,4,2,0,0,1,0,0,Worsened
Wajir,239,Male,4,3,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,Stayed the same
Bomet,1320,Female,2,2,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,0,1,1,1,0,0,Stayed the same
Kajiado,1233,Female,3,2,1,4,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Worsened
Marsabit,310,Female,3,3,1,4,0,5000,0,1,1,0,0,0,0,1,0,1,1,2,3,0,0,0,0,0,Worsened
Nyamira,1768,Female,2,1,3,4,0,5000,0,1,1,0,1,0,1,0,0,1,1,3,3,0,1,0,1,0,Worsened
Siaya,1542,Female,6,2,2,3,1,5000,1,0,1,0,0,0,0,1,0,1,1,2,1,1,0,0,0,0,Worsened
Murang'a,751,Female,2,2,3,1,0,5000,1,1,1,2,0,0,0,1,0,1,2,1,3,1,1,1,0,0,Improved
Nakuru,1169,Female,3,2,4,1,0,5000,0,1,1,0,1,0,1,0,0,1,1,5,2,1,1,1,0,0,Worsened
Siaya,1549,Female,2,1,3,1,0,5000,1,1,1,0,1,0,1,0,1,1,1,3,2,0,0,1,0,0,Worsened
Tana River,156,Female,5,1,2,4,0,5000,0,1,1,0,1,0,0,0,0,1,0,5,1,0,0,1,1,0,Worsened
Kisumu,1588,Female,2,1,4,1,0,5000,0,1,1,0,1,0,1,0,0,1,1,4,2,0,0,1,1,0,Worsened
Bungoma,1471,Male,3,2,4,1,0,5000,0,1,1,0,0,0,1,0,1,1,0,6,3,0,0,0,0,0,Worsened
Kericho,1286,Female,3,2,2,4,0,5000,0,1,1,0,0,0,1,1,1,1,8,3,3,0,1,1,0,0,Improved
Mombasa,23,Male,2,2,4,1,0,5000,0,1,1,0,1,0,0,0,0,1,0,4,3,0,1,0,1,0,Improved
Nyamira,1766,Female,5,2,2,4,0,5000,0,1,1,0,1,0,0,0,0,1,1,2,3,0,1,0,0,0,Worsened
Taita-Taveta,199,Female,3,1,2,4,0,5000,1,1,1,0,0,1,1,1,1,1,0,11,2,0,0,0,1,1,Improved
Kisumu,1570,Male,2,2,3,4,0,5000,1,1,1,0,0,0,1,1,1,1,1,4,2,0,1,0,1,0,Worsened
Kisumu,1601,Female,3,1,3,4,0,5000,0,1,1,0,1,1,0,1,0,1,0,6,2,1,1,1,1,1,Stayed the same
Kwale,49,Female,6,2,1,3,0,5000,1,1,1,0,1,0,0,0,0,1,4,2,3,0,0,1,0,0,Worsened
Kisii,1697,Female,5,1,3,4,0,5000,1,1,1,0,1,0,0,1,0,1,1,8,3,0,1,0,0,0,Worsened
Kilifi,108,Male,6,2,3,4,0,5000,0,1,1,0,0,0,1,0,0,1,0,6,3,1,1,0,0,0,Improved
Vihiga,1401,Female,6,2,2,3,0,5000,1,1,1,0,1,1,0,1,0,1,1,4,3,1,1,1,0,0,Worsened
Nyeri,674,Female,4,2,2,2,0,5000,1,1,1,0,1,1,0,0,0,1,1,5,3,1,1,1,0,0,Worsened
Embu,438,Female,5,3,2,3,0,5000,0,1,1,7,1,0,0,0,0,1,1,3,3,0,1,1,0,0,Stayed the same
Meru,358,Male,3,2,3,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,Worsened
Nandi,1041,Female,4,2,3,4,0,5000,0,1,1,0,1,1,0,1,0,1,1,7,1,1,1,1,1,0,Improved
Meru,382,Male,6,2,4,4,0,5000,0,1,1,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,Worsened
Tharaka-Nithi,399,Female,3,2,3,1,0,5000,0,1,1,0,1,0,1,1,1,1,3,7,2,1,1,1,1,0,Improved
Trans Nzoia,927,Female,2,2,2,1,0,5000,0,0,0,7,0,0,0,0,0,0,8,0,3,1,1,1,0,0,Stayed the same
Mombasa,43,Male,5,2,3,4,0,5000,1,1,1,0,0,0,1,0,1,1,0,6,2,0,0,0,0,0,Worsened
Kilifi,123,Female,4,2,2,4,0,5000,0,1,1,0,0,0,1,1,1,1,1,4,3,0,0,1,0,0,Worsened
West Pokot,865,Female,3,2,2,4,0,5000,1,1,0,1,0,1,1,1,0,1,1,3,2,0,0,0,0,0,Improved
Nandi,1027,Male,4,1,3,4,0,5000,0,1,1,0,1,0,1,1,0,1,0,9,3,1,0,0,1,0,Improved
Machakos,534,Female,5,2,2,4,0,5000,1,0,1,0,0,1,1,1,1,1,1,8,3,0,1,1,0,0,Worsened
Baringo,1083,Male,3,2,1,4,0,5000,1,0,0,3,0,0,0,1,0,0,1,1,2,0,0,1,1,1,Improved
Nyandarua,636,Female,2,2,3,1,0,5000,1,1,0,2,0,0,0,1,0,0,2,2,3,0,0,1,1,1,Improved
Tharaka-Nithi,411,Male,2,2,3,1,0,5000,0,1,1,0,1,1,1,1,0,1,1,8,3,0,0,0,1,1,Stayed the same
Nyeri,681,Male,3,2,3,4,0,5000,1,1,1,0,1,0,0,1,0,1,3,7,3,1,1,0,0,0,Stayed the same
Nyeri,643,Male,3,2,4,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,12,3,0,1,1,1,0,Improved
Makueni,575,Female,4,2,4,4,0,5000,0,1,1,0,1,1,1,1,1,1,3,10,3,1,1,1,1,0,Stayed the same
Vihiga,1410,Female,6,2,2,3,0,5000,1,1,1,0,0,0,0,1,0,1,1,2,2,0,1,1,0,0,Worsened
Kericho,1275,Male,4,1,4,4,0,5000,0,1,1,0,0,0,0,1,0,1,0,6,3,1,1,0,1,0,Improved
Kirinyaga,682,Male,5,2,3,1,0,5000,0,1,1,0,1,0,1,0,0,1,3,7,3,1,1,1,1,1,Improved
Kwale,63,Male,3,2,2,4,0,5000,1,1,1,0,1,0,1,1,1,1,2,4,2,0,0,1,0,0,Worsened
Machakos,549,Male,3,2,3,1,0,5000,0,1,1,0,1,1,1,1,0,1,0,10,2,1,1,0,1,1,Worsened
Makueni,594,Male,2,2,4,1,0,5000,0,1,1,0,1,0,1,0,1,1,0,7,2,1,1,1,1,1,Improved
Kilifi,86,Female,2,1,3,1,0,5000,1,1,1,2,0,0,0,0,0,1,2,0,3,1,0,0,0,0,Improved
Meru,380,Female,3,2,4,4,0,5000,1,1,1,0,0,1,1,1,1,1,1,7,3,0,0,0,1,0,Worsened
Laikipia,1100,Male,4,3,2,4,0,5000,1,0,1,0,1,1,1,0,1,1,0,5,2,1,1,1,1,1,Worsened
Kitui,475,Female,1,2,3,1,0,5000,1,0,1,2,0,0,0,0,0,1,2,0,2,0,1,1,0,0,Worsened
Bomet,1317,Female,1,2,3,1,0,5000,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,Stayed the same
Nyeri,646,Female,5,2,2,2,0,5000,1,1,1,0,0,0,1,0,1,1,1,2,2,0,1,1,0,0,Worsened
Homabay,1615,Female,6,2,2,3,0,5000,1,0,0,7,0,0,0,0,0,0,8,0,1,0,0,0,0,0,Worsened
Kisii,1722,Male,2,2,3,1,0,5000,0,1,1,0,0,0,1,0,0,1,1,2,3,1,1,1,1,1,Stayed the same
Migori,1675,Male,4,1,4,4,0,5000,0,1,1,0,1,1,1,0,1,1,0,15,2,1,1,0,1,0,Improved
Nyamira,1733,Female,3,2,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,0,5,3,1,1,1,1,1,Improved
Kajiado,1263,Female,6,2,2,2,0,5000,0,1,1,0,1,0,1,1,1,1,0,8,2,0,0,1,1,0,Worsened
Nairobi City,1782,Female,3,1,3,4,0,5000,1,1,1,0,1,0,0,0,0,1,1,3,3,1,1,1,0,0,Worsened
Nandi,1053,Male,2,2,3,1,0,5000,0,1,1,0,1,0,1,0,0,1,0,4,2,0,0,0,0,0,Improved
Baringo,1070,Female,2,2,3,1,0,5000,0,1,0,2,0,0,0,0,0,0,2,0,3,1,0,1,0,0,Stayed the same
Samburu,907,Female,3,3,1,4,0,5000,1,1,1,0,1,1,0,1,1,1,8,5,2,0,0,1,1,1,Stayed the same
Isiolo,338,Male,2,2,3,1,0,5000,1,1,1,0,1,0,0,1,1,1,1,5,2,0,0,0,1,1,Worsened
Kitui,472,Male,3,2,2,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,2,3,1,1,1,0,0,Improved
Trans Nzoia,942,Female,6,2,2,3,0,5000,0,1,1,0,1,1,1,1,0,1,0,9,3,1,1,1,1,0,Worsened
Makueni,563,Female,3,1,2,4,0,5000,1,1,1,0,0,1,1,1,1,1,1,6,2,0,0,0,1,0,Improved
Nyeri,650,Male,4,2,2,1,0,5000,0,0,1,9,0,0,0,0,0,1,1,0,2,1,1,1,0,0,Worsened
Kakamega,1355,Female,3,2,2,4,0,5000,0,1,1,0,1,1,1,1,1,1,1,10,1,0,1,0,1,1,Stayed the same
Murang'a,735,Female,3,1,3,4,0,5000,0,1,1,0,1,0,1,1,1,1,1,5,2,0,1,0,0,0,Stayed the same
Taita-Taveta,198,Female,1,2,3,1,0,5000,0,0,1,7,0,0,0,0,0,1,2,0,1,0,0,1,0,0,Worsened
West Pokot,885,Female,1,1,3,1,0,5000,0,0,0,9,0,0,0,0,0,0,2,0,3,1,0,0,0,0,Worsened
Kwale,79,Female,5,2,2,1,0,5000,1,1,1,0,1,1,0,1,1,1,8,6,3,1,0,0,1,0,Stayed the same
Kilifi,114,Female,2,2,4,4,0,5000,0,1,1,0,1,0,1,0,1,1,0,8,2,1,1,1,0,0,Improved
Kwale,80,Female,3,2,2,4,0,5000,0,1,1,0,1,0,0,0,0,1,0,5,3,1,1,1,1,1,Stayed the same
Taita-Taveta,188,Male,4,2,2,2,0,5000,0,0,1,0,0,0,0,0,0,1,0,2,3,1,1,1,0,0,Stayed the same
Murang'a,744,Male,6,1,3,2,0,5000,0,1,1,0,1,0,1,0,0,1,1,5,2,1,1,1,1,1,Improved
Tana River,131,Female,2,1,2,1,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,Worsened
Busia,1494,Male,3,2,2,4,0,5000,1,0,0,2,0,0,0,1,0,0,2,2,2,0,0,0,1,0,Worsened
Garissa,220,Male,3,1,4,2,0,5000,0,1,1,0,1,0,1,0,1,1,0,8,3,0,0,0,1,0,Worsened
Homabay,1640,Female,3,1,4,1,0,5000,0,1,1,0,1,1,0,0,0,1,0,10,3,1,1,1,1,1,Improved
Laikipia,1124,Female,2,2,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,0,3,3,1,1,1,0,0,Improved
Machakos,538,Male,5,3,2,4,0,5000,0,1,1,0,1,1,0,0,0,1,1,4,1,1,1,1,0,0,Improved
Mandera,279,Female,4,1,4,2,0,5000,0,1,1,0,1,0,0,0,0,1,0,7,1,1,1,1,1,0,Improved
Nairobi City,1783,Female,2,1,3,4,0,5000,1,1,1,2,0,0,0,0,0,1,2,0,2,1,1,1,0,0,Improved
Kilifi,101,Female,4,2,1,4,0,5000,0,1,1,0,0,1,0,1,1,1,1,5,2,0,1,0,1,1,Worsened
